"orf_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","contrast","gene_systematic_name"
"chr11_535647",5059.16699817505,-0.0132706204801098,0.0396918360900191,-0.334344825549584,0.738119368786839,0.904802491119973,"WT_vs_DEL","YKR054C"
"chr11_53704",1568.89822835674,0.0781161270551431,0.0519153857443622,1.50461346989289,0.132423481175804,0.426256805074377,"WT_vs_DEL","YKL204W"
"chr11_548216",289.683674107708,0.000942999408483374,0.0758699303219267,0.0124309905432726,0.990081760014181,0.994752407637723,"WT_vs_DEL","YKR055W"
"chr11_549097",16.3943418601257,-0.0717524935205174,0.0517383988224172,-1.38950239339009,0.164680033638216,NA,"WT_vs_DEL","X"
"chr11_549448",348.727362513987,-0.0556939834892532,0.0743893621812161,-0.748647715297729,0.454069564742178,0.747068485963496,"WT_vs_DEL","YKR056W"
"chr11_551657",81.8256972667712,0.229152039290417,0.0798671140851837,2.86789764082999,0.00413209193681753,0.0424471754736977,"WT_vs_DEL","X"
"chr11_552764",2506.75195031027,0.037371515061651,0.0487486825115016,0.766610275232149,0.443313264401897,0.74266563189384,"WT_vs_DEL","X"
"chr11_554987",2885.84751042972,0.0288162774848892,0.0446103768628776,0.645931748337318,0.518323557607772,0.790885117038392,"WT_vs_DEL","YKR059W"
"chr11_55599",58.7678305624846,0.165588222763372,0.0759492168955659,2.1784209572342,0.0293747110328487,0.168180563871169,"WT_vs_DEL","X"
"chr11_556518",99.0388121553667,0.0304203188491804,0.0809534597110061,0.375778049720056,0.707081907616354,0.892819944020897,"WT_vs_DEL","YKR060W"
"chr11_557677",102.478120450592,0.0103631259774331,0.0811210470505964,0.127853038093894,0.898265276111838,0.965888698014239,"WT_vs_DEL","YKR061W"
"chr11_559092",4.45162838426246,0.0244712904205699,0.0297638064989036,0.833891819013086,0.40434194771661,NA,"WT_vs_DEL","X"
"chr11_55935",3547.55436561487,-0.0420259034729323,0.0440559419306666,-0.953937736597336,0.340115160234001,0.663960272661441,"WT_vs_DEL","YKL203C"
"chr11_559666",470.51877779255,-0.0570851227153189,0.0699842784769652,-0.815816891814321,0.414604870624611,0.720660211809075,"WT_vs_DEL","YKR062W"
"chr11_560716",4.1925621357472,-0.00142306153265508,0.0290984785564743,-0.0486174130781365,0.961224192744754,NA,"WT_vs_DEL","X"
"chr11_560789",309.560605690512,-0.0564735704415309,0.0755930433860932,-0.747033504868068,0.45504333658494,0.747186458831012,"WT_vs_DEL","YKR063C"
"chr11_561063",4.01457660118701,0.0178762506201081,0.0278640493826343,0.643529149829138,0.519880806438372,NA,"WT_vs_DEL","X"
"chr11_562547",679.130670750381,-0.0260692278273295,0.0621928832584261,-0.419186267656256,0.675080007326031,0.878893091642363,"WT_vs_DEL","YKR064W"
"chr11_565299",476.186152167907,0.11046956066932,0.0708379093419801,1.55932599131781,0.118919243029094,0.404704574473038,"WT_vs_DEL","YKR065C"
"chr11_566113",3512.45366650463,-0.0471180846985065,0.0445123392960028,-1.05854560209145,0.28980677210195,0.622815983412097,"WT_vs_DEL","YKR066C"
"chr11_567918",4363.10645154183,0.0912711285349648,0.0399615497555366,2.28391571572103,0.0223764848304166,0.140867892887058,"WT_vs_DEL","YKR067W"
"chr11_570328",352.008566869929,0.0451373690099318,0.0759666308730601,0.594129918100211,0.552425221813303,0.81489163746488,"WT_vs_DEL","YKR068C"
"chr11_570515",2.2139921998833,-0.00166033033025391,0.02025216715221,-0.0825472738670025,0.934211527465249,NA,"WT_vs_DEL","X"
"chr11_571612",276.837154496375,0.077644584266181,0.0791893784926359,0.980258566540369,0.326958501474069,0.654722319454231,"WT_vs_DEL","YKR069W"
"chr11_573461",1.65153816369417,-0.00263627749725273,0.0183194709983798,-0.143662880904976,0.885766683814848,NA,"WT_vs_DEL","X"
"chr11_573574",347.759538003488,0.162394688955469,0.0742471104519842,2.18611948222257,0.0288068650007165,0.165931041213641,"WT_vs_DEL","YKR070W"
"chr11_574934",680.041628939199,-0.0839143414991681,0.0639456848144583,-1.31224171915336,0.189438589586124,0.512121760914923,"WT_vs_DEL","YKR071C"
"chr11_576435",1268.7479613232,-0.0661358690953644,0.0525308222206258,-1.25901516254167,0.208024855260224,0.532872211236851,"WT_vs_DEL","YKR072C"
"chr11_576441",2.73446957081226,-0.00537431995213637,0.023881241285362,-0.226473237609777,0.820833371820493,NA,"WT_vs_DEL","X"
"chr11_578187",12.0218801769634,0.0639412382292509,0.0470514396950199,1.36849478974607,0.17115725177957,NA,"WT_vs_DEL","YKR073C"
"chr11_579209",478.797138846914,0.176342825290636,0.0716844586995304,2.45901976557582,0.0139316947382221,0.100150650122053,"WT_vs_DEL","YKR074W"
"chr11_579827",251.973843840354,-0.0859151729674526,0.0789363458171517,-1.08870326810321,0.276284760169563,0.613691576746428,"WT_vs_DEL","YKR075C"
"chr11_580747",5.61626010459846,0.0197133050733723,0.0335335293980841,0.59157568303916,0.554134761318939,NA,"WT_vs_DEL","X"
"chr11_582283",3866.38066054217,-0.0440401541861186,0.0425785236730763,-1.03434509174089,0.300974863792704,0.629876412998193,"WT_vs_DEL","YKR076W"
"chr11_583653",972.71493629086,-0.166551482454802,0.0592571615078567,-2.81077390167483,0.00494225026123609,0.0487458340323996,"WT_vs_DEL","YKR077W"
"chr11_584952",402.172083950301,0.0314597289721315,0.0727657016369406,0.432231242751893,0.665573354231508,0.874874857548464,"WT_vs_DEL","YKR078W"
"chr11_586789",280.619942677619,-0.0107387490737033,0.0774314435848176,-0.138671190614434,0.889709984665139,0.961332736420981,"WT_vs_DEL","YKR079C"
"chr11_590395",379.267705816743,-0.205179788467822,0.0737613019935353,-2.78151713948719,0.00541054736370851,0.0519375243415612,"WT_vs_DEL","YKR080W"
"chr11_591506",198.507248352628,-0.104944455741588,0.0806231330576976,-1.30179934740729,0.192984986958986,0.516520280491173,"WT_vs_DEL","YKR081C"
"chr11_592825",1179.6691684762,0.087445249874843,0.0586840279901029,1.48999443833173,0.136225698307101,0.434806757748577,"WT_vs_DEL","YKR082W"
"chr11_596421",87.5121543265605,0.0602609120159946,0.0792445547972978,0.760527104219166,0.446939574178364,0.74372313352312,"WT_vs_DEL","YKR083C"
"chr11_597055",603.611058056441,0.0012953074497671,0.0645973233110227,0.0200505904049584,0.984003015355842,0.993996852039713,"WT_vs_DEL","YKR084C"
"chr11_599094",129.726000510641,0.107864353701239,0.0815986516778021,1.32122249971865,0.186427186262897,0.508852334303187,"WT_vs_DEL","YKR085C"
"chr11_599857",859.372921206941,-0.113240133916907,0.0597314313649536,-1.89592503570885,0.0579699578885857,0.265610983053497,"WT_vs_DEL","YKR086W"
"chr11_603195",488.438836331958,-0.0893389937031955,0.0679579926797628,-1.31465936809436,0.188624407939969,0.511659440222291,"WT_vs_DEL","YKR087C"
"chr11_604405",429.625959575523,-0.128463878666056,0.0722762842873528,-1.77767624975944,0.0754570425691909,0.314627324438785,"WT_vs_DEL","YKR088C"
"chr11_605633",3258.23342677541,-0.0578756092778981,0.0425476403168229,-1.36026478734382,0.173746147136576,0.490034946347819,"WT_vs_DEL","YKR089C"
"chr11_608946",658.238365297579,-0.0971672753547417,0.0633506220729154,-1.53379806610883,0.125079338915882,0.414093378574917,"WT_vs_DEL","YKR090W"
"chr11_610518",4.48997547901271,0.00239503400051164,0.029911780327594,0.0802548136268923,0.93603459573917,NA,"WT_vs_DEL","X"
"chr11_6107",32.5659070523653,0.0918015973236035,0.0648775559256558,1.41666341007052,0.156581359671959,NA,"WT_vs_DEL","YKL221W"
"chr11_610996",31.3616489648585,-0.00727928061015646,0.0662612330324055,-0.109810859202762,0.912559378732421,NA,"WT_vs_DEL","X"
"chr11_611525",434.62534002555,-0.00762296609544463,0.0693886803732839,-0.109859997665416,0.912520407691954,0.972843049428684,"WT_vs_DEL","YKR091W"
"chr11_612665",334.776017858624,-0.0934871468291397,0.073906510116208,-1.26507614907943,0.205844031847323,0.529592398392005,"WT_vs_DEL","YKR092C"
"chr11_615730",2415.95345573487,-0.691619795642021,0.0434196797472643,-15.9206397206496,4.55693803199084e-57,4.32225572334331e-54,"WT_vs_DEL","YKR093W"
"chr11_619805",4068.80150211876,0.0180956484684023,0.0429990490164685,0.420839376898713,0.673872375742852,0.878353052818101,"WT_vs_DEL","YKR095W"
"chr11_625413",17.785491821252,-0.013960095034319,0.0539641787876878,-0.258814905603437,0.795778056631126,NA,"WT_vs_DEL","X"
"chr11_625864",38.9298573423388,0.0630932937398852,0.067393684405817,0.937090616575676,0.348711947744841,0.668413504417612,"WT_vs_DEL","X"
"chr11_626282",5.27130653434569,0.0465762280182366,0.0309129539255337,1.55468888627768,0.120020182741316,NA,"WT_vs_DEL","X"
"chr11_626793",2632.24892880769,-0.0932357045667736,0.045974885215858,-2.02797141321667,0.042563165688452,0.213792564812869,"WT_vs_DEL","YKR096W"
"chr11_630742",2.83502537739497,0.00577025565709542,0.0237762057677127,0.244094000101687,0.807158019256687,NA,"WT_vs_DEL","X"
"chr11_630967",16.043261856882,-0.0744479886429182,0.0490656275736375,-1.52812400393507,0.126481752721233,NA,"WT_vs_DEL","X"
"chr11_631152",116821.1773702,-0.610730909685129,0.0293218184197184,-20.8284325665543,2.39160582110592e-96,3.40265718197845e-93,"WT_vs_DEL","YKR097W"
"chr11_632873",3641.63086996868,-0.341341926423608,0.0407267950816661,-8.3809881529642,5.24851835909322e-17,7.11174237657131e-15,"WT_vs_DEL","X"
"chr11_633026",294.179388979511,-0.0188097682676535,0.0761184043869842,-0.247117116081084,0.80481758773074,0.930352912591651,"WT_vs_DEL","YKR098C"
"chr11_635529",4.98628382932746,0.00678349739434226,0.0313257336882452,0.215916533838709,0.829052808933454,NA,"WT_vs_DEL","X"
"chr11_635851",243.244772063239,-0.116018787900367,0.0789547958378293,-1.46907188022454,0.14181329386252,0.439218151437672,"WT_vs_DEL","YKR099W"
"chr11_63614",8.44642578337216,0.0326941504267288,0.0384256708161602,0.852955161880344,0.393684169719348,NA,"WT_vs_DEL","X"
"chr11_638901",458.69260094382,-0.0398838138952401,0.0687620990658951,-0.580075756594452,0.561863531710994,0.819976746184199,"WT_vs_DEL","YKR100C"
"chr11_63930",925.921335386213,-0.0693526521617609,0.0606346509969816,-1.14375717136445,0.252724356106945,0.587282282811198,"WT_vs_DEL","YKL201C"
"chr11_640468",281.57350511344,-0.0290063778932207,0.0776909251482384,-0.373316632324068,0.708912798987356,0.893164210546169,"WT_vs_DEL","X"
"chr11_643138",8.1695357000664,0.0126243291801797,0.0391748879546961,0.322310566718034,0.747217428845682,NA,"WT_vs_DEL","X"
"chr11_643648",27.9054281527225,-0.0602957741918474,0.0632561366979868,-0.953799227859785,0.340185280336179,NA,"WT_vs_DEL","X"
"chr11_646356",195.690442130768,0.0242858966239685,0.0802916788124244,0.30250517958118,0.762266985572641,0.91377546183622,"WT_vs_DEL","YKR102W"
"chr11_650469",5.39052925313207,-0.0201352603476097,0.0318664480906365,-0.629484096034079,0.529032177476055,NA,"WT_vs_DEL","X"
"chr11_653080",229.674026855605,0.0778436063555607,0.0787300268452737,0.988559522954208,0.322878698430647,0.652290618661275,"WT_vs_DEL","YKR103W"
"chr11_656836",60.5628048608834,0.00550427907239233,0.0769426367754006,0.0714984637098796,0.943001047212592,0.983340516079415,"WT_vs_DEL","YKR104W"
"chr11_658716",47.1982427058023,0.140046955661986,0.0729988581517328,1.91765433220035,0.0551548559576797,0.256652727109694,"WT_vs_DEL","YKR105C"
"chr11_661442",111.954581287805,0.0347208913659575,0.0810067575982656,0.428749228853923,0.668105730622705,0.875475411690954,"WT_vs_DEL","YKR106W"
"chr11_662149",32.2645584685672,0.0435845864221118,0.0639883253847754,0.68096142522197,0.4958958991389,NA,"WT_vs_DEL","X"
"chr11_68232",2550.919384456,-0.241818922517521,0.0477635524322479,-5.06294196536891,4.12835556300217e-07,1.63156052146148e-05,"WT_vs_DEL","YKL198C"
"chr11_68616",3.64546119280476,0.00888289411561933,0.0275964988073198,0.323217750947909,0.746530338483557,NA,"WT_vs_DEL","X"
"chr11_70452",29.4132974681228,0.0133812200862037,0.0619529927615635,0.21630165996398,0.828752615228544,NA,"WT_vs_DEL","X"
"chr11_70734",1429.98893171538,0.0683855616354226,0.0527147017569145,1.29716318083459,0.194575046306945,0.518306838850763,"WT_vs_DEL","YKL197C"
"chr11_73882",2.74638303845688,0.0137500414020886,0.0209144809908955,0.678153719901765,0.497674232765631,NA,"WT_vs_DEL","X"
"chr11_74201",1.626192407435,-0.00346624147212108,0.0182669665411609,-0.188715465402105,0.85031582974817,NA,"WT_vs_DEL","X"
"chr11_74932",954.750718459988,0.0196494124702727,0.0597686341814288,0.328750077255309,0.742344599995988,0.90716837418449,"WT_vs_DEL","YKL196C"
"chr11_75749",1515.4179460873,0.0210642645379293,0.04982077617829,0.422793766551518,0.672445735994072,0.877288423394431,"WT_vs_DEL","X"
"chr11_77258",97.9143959295494,0.048295191874476,0.0808703960751185,0.596712052446378,0.550699644418539,0.813400383178279,"WT_vs_DEL","YKL194C"
"chr11_78866",1274.56510245729,0.0352300035586728,0.0519368963370716,0.678301151286698,0.497580768862375,0.775898526798139,"WT_vs_DEL","YKL193C"
"chr11_80117",3.69712237403951,-0.000140775144684361,0.0258886003846815,-0.00546126068125081,0.995642566080266,NA,"WT_vs_DEL","X"
"chr11_80160",733.330430697758,0.225420481691241,0.0652270371632627,3.45441386640944,0.000551490346970859,0.00881609990059314,"WT_vs_DEL","YKL192C"
"chr11_81035",828.875645891328,-0.185842636908595,0.0604386604281646,-3.07488484791001,0.00210583841573992,0.0258487158398727,"WT_vs_DEL","YKL191W"
"chr11_82947",91.2361684030347,-0.0185159982867693,0.0805464685704214,-0.22984818342325,0.818209741934773,0.935026434006184,"WT_vs_DEL","X"
"chr11_84704",408.061880020554,0.0697380022180746,0.0713768551827082,0.976964940230737,0.328586509708943,0.656365681556194,"WT_vs_DEL","YKL189W"
"chr11_86225",1268.573338887,0.0342316072974693,0.0526392479775222,0.650274467510722,0.515514946588521,0.789503649363637,"WT_vs_DEL","YKL188C"
"chr11_88823",2.12177080436147,-0.010328172683287,0.0199900703790446,-0.525725155829834,0.599079182866399,NA,"WT_vs_DEL","X"
"chr11_88875",2.36907719281297,-0.0037320476170725,0.0219757634771133,-0.170525946928012,0.864596530494172,NA,"WT_vs_DEL","X"
"chr11_89284",7977.58681237308,0.0418735485658569,0.0377177059694607,1.11017509493956,0.266923582549958,0.602324388696199,"WT_vs_DEL","YKL187C"
"chr11_89723",2.55260413425344,-0.0207328896025228,0.0211504752825975,-0.999312979080084,0.317643099972045,NA,"WT_vs_DEL","X"
"chr11_9091",120.205921129137,-0.0661308503319551,0.0817510976574332,-0.808661068941811,0.418710127239777,0.723839408906918,"WT_vs_DEL","YKL220C"
"chr11_91178",2.05711853168016,0.0126623690188602,0.0188899851059244,0.678300727192556,0.497581037702811,NA,"WT_vs_DEL","X"
"chr11_91460",7.30104087098832,-0.0293132504033547,0.0376621951694063,-0.777536663674274,0.436842212100402,NA,"WT_vs_DEL","X"
"chr11_92021",1.91729585118934,0.0113747918199981,0.0205787152583288,0.55665974460794,0.57775992573873,NA,"WT_vs_DEL","X"
"chr11_92227",4.54792452927385,0.00541313394383524,0.0306826554165359,0.176103775556169,0.86021241481788,NA,"WT_vs_DEL","X"
"chr11_92744",622.912807299406,-0.00764591395529614,0.0651688105988759,-0.117315557488197,0.906609997067713,0.971679791519523,"WT_vs_DEL","YKL186C"
"chr11_93532",14.7083124217191,0.0082791019481213,0.0481774815574329,0.17154278295843,0.863796993036224,NA,"WT_vs_DEL","X"
"chr11_93599",2.11348892077211,0.00773131238699561,0.0216240573268489,0.358437325758305,0.720016062798947,NA,"WT_vs_DEL","X"
"chr11_94106",11.578801177254,0.00848950497526125,0.0430980992012662,0.196253059302388,0.844412100118249,NA,"WT_vs_DEL","X"
"chr11_94499",8880.67956851992,-0.259133548576207,0.0362208989364297,-7.15420267993557,8.41606425764674e-13,6.47240833652265e-11,"WT_vs_DEL","YKL185W"
"chr11_96757",931.347224399349,-0.186902967384752,0.0586279572586544,-3.18823352343931,0.00143144880880889,0.0190335868479706,"WT_vs_DEL","YKL184W"
"chr11_98248",10.2962146125958,0.0900498269360811,0.041678510006851,2.20440588629342,0.0274958120824012,NA,"WT_vs_DEL","X"
"chr11_98721",186.633669142938,0.190389457469149,0.0808346141132828,2.35241807365334,0.018651798020721,0.124003951560658,"WT_vs_DEL","YKL183W"
"chr12_1000342",365.375470896254,0.020171107797528,0.0722818466420992,0.279055075324592,0.780202558795467,0.920170708405858,"WT_vs_DEL","YLR431C"
"chr12_1001926",2.01059781593461,-0.0100697390534972,0.0198363056048748,-0.510219066435787,0.609897995982669,NA,"WT_vs_DEL","X"
"chr12_1002557",988.83317498567,-0.209432996878022,0.0651629602700415,-3.2136570689208,0.00131056095917576,0.0178948260426367,"WT_vs_DEL","YLR432W"
"chr12_1004347",530.848727703031,-0.0201538180154359,0.0671208520255681,-0.300273809277884,0.763968309157746,0.91377546183622,"WT_vs_DEL","YLR433C"
"chr12_1006025",2.30968199035488,0.00388668955876538,0.0222378170579444,0.174993355838709,0.861084854303989,NA,"WT_vs_DEL","YLR434C"
"chr12_1006246",34.8943901253004,-0.0346061455432898,0.0669181023370506,-0.51767135814659,0.604687585181687,NA,"WT_vs_DEL","X"
"chr12_1007421",1842.45382681137,0.0116792538525397,0.0467359853904682,0.249899655969906,0.802664949281661,0.929999017458554,"WT_vs_DEL","YLR436C"
"chr12_100947",2155.16741760214,-0.0444459200028002,0.0448411760633485,-0.991212932385414,0.321581617034687,0.65036282251045,"WT_vs_DEL","YLL021W"
"chr12_1011492",5.09990799708524,0.000256691826595291,0.032142058021115,0.00798180655063994,0.993631507407967,NA,"WT_vs_DEL","X"
"chr12_1011622",75.0240079888474,0.124005537679712,0.0789532396878017,1.56913861460421,0.116615643872851,0.401120038011482,"WT_vs_DEL","YLR437C"
"chr12_1012501",4626.59137769812,0.0141985014149986,0.0388701547380513,0.365283207468556,0.714900012142107,0.896966414004567,"WT_vs_DEL","YLR438W"
"chr12_1013909",59.2162787089472,0.124745247696366,0.0746430397246209,1.67246773437526,0.0944321252041525,0.359473728787178,"WT_vs_DEL","YLR438C-A"
"chr12_1013976",1.69346431502816,-0.00389184380025453,0.0178509516922772,-0.21885772214753,0.826760880878779,NA,"WT_vs_DEL","X"
"chr12_1014491",588.617999276997,-0.0379294795551361,0.0652987982407879,-0.580874083403666,0.561325320476463,0.819976746184199,"WT_vs_DEL","YLR439W"
"chr12_1015568",532.898082974063,0.0641618735131063,0.0665467696334078,0.964126511918912,0.334982502262064,0.661189784749207,"WT_vs_DEL","YLR440C"
"chr12_1017983",79.6497859736821,0.0507573057299261,0.0781291305203234,0.648909347596172,0.516396972410802,0.789830954400181,"WT_vs_DEL","X"
"chr12_1018141",2710.74544338919,0.0669714832474965,0.0517494989854139,1.29410661850193,0.195628595742975,0.519758327905355,"WT_vs_DEL","YLR441C"
"chr12_1019315",908.525867554116,0.0190122540378788,0.0582475167050713,0.326391828111156,0.744127919525248,0.907788207935303,"WT_vs_DEL","YLR442C"
"chr12_1022448",33.71881466242,0.0414556096301461,0.0638210645173316,0.650619612799498,0.515292066607755,NA,"WT_vs_DEL","X"
"chr12_1022625",268.549194034811,-0.133820166933101,0.0770601969547607,-1.73694272479681,0.082397281038078,0.331160258748377,"WT_vs_DEL","YLR443W"
"chr12_1024189",4.18128607189172,0.0139050731554066,0.0281045037456894,0.49479238838234,0.620746677832088,NA,"WT_vs_DEL","X"
"chr12_1025214",407.511819144907,0.0730201382852249,0.0705787788341809,1.03444316902803,0.300929031961647,0.629876412998193,"WT_vs_DEL","YLR446W"
"chr12_1026532",4.44158582058668,0.00999711494659344,0.0292627286930583,0.342586232875932,0.731909760565102,NA,"WT_vs_DEL","X"
"chr12_1026856",2122.91986720042,-0.0567023366395761,0.0481974353214575,-1.17648696572904,0.239400337957097,0.571167200372553,"WT_vs_DEL","YLR447C"
"chr12_1028854",676.869298238952,-0.0886415443758414,0.0694868484860958,-1.27560241183471,0.202096101102513,0.52403843728825,"WT_vs_DEL","X"
"chr12_1030834",397.997528061855,-0.0652119601998152,0.0744855947994738,-0.875450291354785,0.381328945946554,0.694153620487745,"WT_vs_DEL","YLR449W"
"chr12_1032627",1397.6606829609,-0.0925766479710423,0.0515765198424177,-1.79499530630553,0.0726544477663921,0.306889213495146,"WT_vs_DEL","YLR450W"
"chr12_1035592",2.26434095567582,-0.00326657543379268,0.0208837564333845,-0.155425156526592,0.876486153103573,NA,"WT_vs_DEL","X"
"chr12_1036093",586.382576528812,-0.00262943263770366,0.0710155506079345,-0.0370253232503376,0.970464814546349,0.989592413471291,"WT_vs_DEL","YLR451W"
"chr12_1039270",420.726123519324,0.0138561612051699,0.0706980574965944,0.195980290940905,0.844625592406523,0.945841055959371,"WT_vs_DEL","YLR452C"
"chr12_1041799",129.141727707531,-0.104487783887651,0.0818128834990603,-1.2774365868767,0.201448154810331,0.523489246130407,"WT_vs_DEL","YLR453C"
"chr12_1042783",2.26513227455437,0.00288706861249879,0.0221803683564414,0.129795104647308,0.896728536077384,NA,"WT_vs_DEL","X"
"chr12_1043335",1.6403087364672,0.0126746160982193,0.0174391317800337,0.733376619064754,0.463328755527531,NA,"WT_vs_DEL","X"
"chr12_1043587",7.31539562370696,0.0334680735593418,0.037137133916244,0.906465354505393,0.36468959455391,NA,"WT_vs_DEL","X"
"chr12_1043998",9465.22279933515,-0.0209784479673523,0.037369326548563,-0.56138594311433,0.57453446463332,0.825034185075482,"WT_vs_DEL","YLR454W"
"chr12_1052812",6.64009704603255,-0.0556340089032058,0.0347794812113613,-1.62835135073219,0.103450406889767,NA,"WT_vs_DEL","X"
"chr12_1053629",317.150752812918,0.106815161012417,0.0745579625961261,1.43216498034126,0.152096611359357,0.454678852557087,"WT_vs_DEL","YLR455W"
"chr12_1055070",147.193661607453,0.13420077493474,0.0816399898175869,1.6427401475694,0.100436708413096,0.369965378005604,"WT_vs_DEL","YLR456W"
"chr12_1055812",184.458523783796,0.0270824039174653,0.0805009465026971,0.336373939885391,0.736588898680309,0.904802491119973,"WT_vs_DEL","YLR457C"
"chr12_105686",7005.30907458827,-0.240306134379413,0.0345827282421607,-6.94874405198557,3.68552495516676e-12,2.75977927892816e-10,"WT_vs_DEL","YLL019C"
"chr12_1057334",240.284804015268,-0.128268431365646,0.0779475695555082,-1.64571397452363,0.0998226605364821,0.36954153975911,"WT_vs_DEL","YLR459W"
"chr12_1058719",2.30256984829603,0.00941924238399989,0.0215950238987126,0.441148647738333,0.659105386872337,NA,"WT_vs_DEL","X"
"chr12_1058726",9.21412254170642,-0.0216347785614565,0.0411840907578173,-0.525963557270591,0.598913527672883,NA,"WT_vs_DEL","X"
"chr12_1059757",43.3686634685838,0.0286531316646758,0.0695053970085278,0.412974458060827,0.679625327350035,0.881437497253658,"WT_vs_DEL","YLR460C"
"chr12_1064495",4.01764805118165,0.016178600792384,0.0258986020352502,0.624622349241862,0.532218947822406,NA,"WT_vs_DEL","X"
"chr12_1065956",71.8493568574847,0.0197625121959391,0.0774833438725434,0.255243547851,0.798534998331073,0.928578397119358,"WT_vs_DEL","YLR462W"
"chr12_1067087",6517.73581011407,-0.216885200000897,0.0398675212834565,-5.44023038383195,5.32117137048726e-08,2.56633781944432e-06,"WT_vs_DEL","YLR466W"
"chr12_1071594",15.6454949490673,0.0285924514449409,0.0507191767956461,0.565968534502089,0.571415170680942,NA,"WT_vs_DEL","YLR466C-B"
"chr12_108676",660.177206201756,-0.162459031981732,0.0673809115883045,-2.41079128692262,0.0159179546842769,0.109869784799394,"WT_vs_DEL","YLL018C-A"
"chr12_109288",4.44061026102724,0.00177356396879823,0.0303568960957843,0.0584163267192562,0.953417010138407,NA,"WT_vs_DEL","X"
"chr12_109902",5827.84569324423,-0.0398458523478298,0.0377237449427104,-1.05626744658425,0.290846044157541,0.622960044147747,"WT_vs_DEL","YLL018C"
"chr12_112234",51.4457792454533,0.0173717489380133,0.0746001042929514,0.232982751047428,0.815774799912014,0.933850546103541,"WT_vs_DEL","YLL017W"
"chr12_112847",747.879517394384,0.00570755963450372,0.0624765878642891,0.0913525159479095,0.927212490702246,0.978027566615185,"WT_vs_DEL","YLL016W"
"chr12_115893",40.8065568518865,-0.0310257236880346,0.0694313398338878,-0.447519552608657,0.654499973622174,0.867350688407949,"WT_vs_DEL","X"
"chr12_116432",2857.24323319097,0.0260854608980768,0.043076760892764,0.605541974964479,0.544818943438798,0.809124375550678,"WT_vs_DEL","YLL015W"
"chr12_121322",111.721322405599,-0.0124820545900391,0.0815314791397083,-0.153098092384001,0.878320920201133,0.957021703401234,"WT_vs_DEL","YLL014W"
"chr12_121785",33.5479550969625,0.14164155178888,0.0671404088069611,2.11212208961623,0.0346759787831171,NA,"WT_vs_DEL","X"
"chr12_122075",3974.00678500709,0.0139088207543604,0.0383247762324203,0.362917074932129,0.716666831168753,0.89730661438297,"WT_vs_DEL","YLL013C"
"chr12_125534",68.1985746853572,-0.0704451492759295,0.076054926330951,-0.926402455050897,0.354236868728311,0.671987339977605,"WT_vs_DEL","YLL012W"
"chr12_127523",216.054264255671,0.0683736097010757,0.0799987183075728,0.854569426669009,0.392789559170031,0.702945088439197,"WT_vs_DEL","YLL011W"
"chr12_129121",68.1497595442362,0.0547457344870712,0.0783509795629751,0.69844382316578,0.484899678247589,0.766338790569532,"WT_vs_DEL","X"
"chr12_129330",780.46913517936,-0.0876140008239424,0.059722938045357,-1.46710139795004,0.142348473919558,0.43979650655603,"WT_vs_DEL","YLL010C"
"chr12_13083",30.8597185293309,-0.0921013681051877,0.0649392982563947,-1.41843822630938,0.156062861870267,NA,"WT_vs_DEL","YLL064C"
"chr12_131205",245.748234371364,0.257754653101328,0.0789226211524821,3.26268819286541,0.00110360870959176,0.0156478137128314,"WT_vs_DEL","YLL009C"
"chr12_131729",522.425836621895,-0.164166893840346,0.0705341509572123,-2.32748736594776,0.0199393406475322,0.129982574599205,"WT_vs_DEL","YLL008W"
"chr12_134302",491.425482630827,-0.0806376616430572,0.0701135501258455,-1.15021121968674,0.250056886251484,0.583344962354904,"WT_vs_DEL","YLL007C"
"chr12_136586",767.475500797677,-0.166104577971836,0.0616097566238284,-2.69632009312012,0.00701102585293922,0.0622460969252373,"WT_vs_DEL","YLL006W"
"chr12_137873",17.3909907536213,0.0498353076858964,0.0536402114361674,0.932239247105981,0.351212896810178,NA,"WT_vs_DEL","X"
"chr12_137940",13.1445496638899,0.0169582772004036,0.0469237064165177,0.361676341093913,0.717593908912376,NA,"WT_vs_DEL","YLL005C"
"chr12_141073",160.721457019185,0.110170269024681,0.0813056720554264,1.3541471187411,0.175689446123512,0.492293765577994,"WT_vs_DEL","YLL004W"
"chr12_143201",848.113126461853,0.0216703123444825,0.0588437059769361,0.368248756565781,0.71268775816324,0.895917573051794,"WT_vs_DEL","YLL003W"
"chr12_146291",142.468064210394,0.0259664316047519,0.0817497438844847,0.317702213914843,0.750710831702656,0.91035485685485,"WT_vs_DEL","YLL002W"
"chr12_14648",160.793975221327,-0.0982248646390511,0.0813627544006125,-1.20712654460987,0.227383413591596,0.557532752077807,"WT_vs_DEL","YLL063C"
"chr12_147890",2091.68514167106,-0.0729611090891348,0.045937838054897,-1.58832255631887,0.112213419463347,0.392329453655288,"WT_vs_DEL","YLL001W"
"chr12_151389",1260.39532787839,-0.00892598853754009,0.0564030157047441,-0.158264496497803,0.874248383201389,0.955296166674705,"WT_vs_DEL","YLR001C"
"chr12_154343",290.967606956366,0.00569257786490238,0.0759762373700308,0.0749333625420923,0.94026773169778,0.982206986250379,"WT_vs_DEL","YLR002C"
