"chr","first_coord","gene_systematic_name"
12,785316,"X"
12,785422,"X"
12,785481,"X"
12,785634,"X"
12,785638,"X"
12,785907,"X"
12,786115,"X"
12,786227,"X"
12,786359,"X"
12,786442,"X"
12,786500,"X"
12,786618,"X"
12,786653,"X"
12,786731,"X"
12,786880,"X"
12,786897,"X"
12,786945,"X"
12,787056,"X"
12,787335,"X"
12,787397,"X"
12,787402,"X"
12,787419,"X"
12,787594,"X"
12,787601,"X"
12,787623,"X"
12,787664,"YLR330W"
12,787677,"X"
12,787704,"X"
12,787740,"X"
12,787884,"X"
12,787954,"X"
12,788131,"X"
12,788191,"X"
12,788283,"X"
12,788328,"X"
12,788392,"X"
12,788451,"X"
12,788496,"X"
12,788550,"X"
12,788697,"X"
12,788841,"X"
12,789009,"X"
12,789066,"X"
12,789081,"X"
12,789228,"X"
12,789369,"X"
12,789579,"X"
12,789676,"X"
12,789683,"X"
12,789687,"X"
12,789784,"X"
12,789804,"X"
12,789870,"X"
12,790032,"X"
12,790138,"X"
12,790143,"X"
12,790150,"X"
12,790676,"YLR332W"
12,790729,"X"
12,791457,"X"
12,791500,"X"
12,791598,"X"
12,791742,"X"
12,791766,"X"
12,792019,"X"
12,792094,"X"
12,792193,"X"
12,792336,"X"
12,792368,"X"
12,792411,"X"
12,792445,"X"
12,792455,"X"
12,792468,"X"
12,792552,"X"
12,792587,"X"
12,792620,"X"
12,792711,"X"
12,792751,"X"
12,792761,"X"
12,792827,"X"
12,792898,"X"
12,792939,"X"
12,792979,"X"
12,793288,"X"
12,793332,"X"
12,793566,"X"
12,793618,"X"
12,793704,"X"
12,793877,"X"
12,793932,"X"
12,794124,"X"
12,794220,"X"
12,794271,"X"
12,794294,"X"
12,794323,"X"
12,794372,"X"
12,794448,"X"
12,794475,"X"
12,794659,"X"
12,794688,"X"
12,794703,"X"
12,794713,"X"
12,794725,"X"
12,794832,"X"
12,794846,"X"
12,794968,"X"
12,795116,"X"
12,795282,"X"
12,795319,"X"
12,795381,"X"
12,795490,"X"
12,795512,"X"
12,795615,"X"
12,795634,"X"
12,795805,"X"
12,795908,"X"
12,795940,"X"
12,795995,"X"
12,795999,"X"
12,796072,"X"
12,796131,"X"
12,796156,"X"
12,796405,"X"
12,796480,"X"
12,796553,"X"
12,796602,"X"
12,796707,"X"
12,796737,"X"
12,796770,"X"
12,796876,"X"
12,797105,"X"
12,797124,"X"
12,797144,"X"
12,797154,"X"
12,797283,"X"
12,797332,"X"
12,797430,"YLR335W"
12,797449,"X"
12,797605,"X"
12,797743,"X"
12,797869,"X"
12,797896,"X"
12,797965,"X"
12,798103,"X"
12,798136,"X"
12,798250,"X"
12,798415,"X"
12,798811,"X"
12,798946,"X"
12,799192,"X"
12,799288,"X"
12,799399,"X"
12,799411,"X"
12,799438,"X"
12,799459,"X"
12,799570,"X"
12,799817,"X"
12,799863,"X"
12,800056,"X"
12,800063,"X"
12,800088,"X"
12,800133,"X"
12,800258,"X"
12,800293,"X"
12,800410,"X"
12,800463,"X"
12,800740,"X"
12,800744,"X"
12,800799,"X"
12,800890,"X"
12,801057,"X"
12,801122,"X"
12,801133,"X"
12,801153,"X"
12,801193,"X"
12,801448,"X"
12,801610,"X"
12,801755,"X"
12,801807,"X"
12,801896,"X"
12,801910,"X"
12,802268,"X"
12,802441,"X"
12,802641,"X"
12,802649,"X"
12,802664,"X"
12,802875,"X"
12,802976,"X"
12,803072,"X"
12,803120,"X"
12,803424,"X"
12,803453,"X"
12,803537,"X"
12,803576,"X"
12,803675,"X"
12,803792,"X"
12,803852,"X"
12,804028,"X"
12,804107,"X"
12,804134,"X"
12,804170,"X"
12,804201,"X"
12,804284,"X"
12,804346,"YLR338W"
12,804414,"X"
12,804522,"X"
12,804566,"X"
12,804623,"X"
12,804689,"X"
12,804722,"X"
12,804792,"X"
12,804917,"X"
12,805061,"X"
12,805170,"X"
12,805307,"X"
12,805400,"X"
12,805568,"X"
12,805712,"X"
12,805745,"X"
12,805766,"X"
12,805887,"YLR340W"
12,805981,"X"
12,806350,"X"
12,806503,"X"
12,806794,"X"
12,806911,"X"
12,807071,"X"
12,807079,"X"
12,807148,"X"
12,807231,"X"
12,807265,"X"
12,807299,"X"
12,807354,"X"
12,807385,"YLR341W"
12,807470,"X"
12,807515,"X"
12,807635,"X"
12,807710,"X"
12,807788,"X"
12,807845,"X"
12,807878,"X"
12,807921,"X"
12,807938,"X"
12,807971,"X"
12,808088,"X"
12,808193,"X"
12,808206,"X"
12,808214,"X"
12,808353,"X"
12,808431,"X"
12,808490,"X"
12,808571,"X"
12,808601,"X"
12,808752,"X"
12,808839,"X"
12,808910,"X"
12,808995,"X"
12,809080,"X"
12,809167,"X"
12,809234,"X"
12,809280,"X"
12,809367,"X"
12,809507,"X"
12,809997,"YLR342W"
12,810079,"X"
12,810349,"X"
12,810625,"X"
12,810665,"X"
12,810694,"X"
12,810860,"X"
12,810965,"X"
12,811105,"X"
12,811225,"X"
12,811279,"X"
12,811538,"X"
12,811601,"X"
12,811795,"X"
12,811850,"X"
12,812078,"X"
12,812255,"X"
12,812260,"X"
12,812308,"X"
12,812395,"X"
12,812587,"X"
12,812645,"X"
12,812698,"X"
12,812752,"X"
12,812941,"X"
12,813034,"X"
12,813097,"X"
12,813154,"X"
12,813178,"X"
12,813301,"X"
12,813329,"X"
12,813394,"X"
12,813412,"X"
12,813667,"X"
12,813679,"X"
12,813725,"X"
12,813871,"X"
12,813964,"X"
12,814145,"X"
12,814520,"X"
12,814624,"X"
12,814708,"X"
12,814868,"X"
12,815039,"X"
12,815104,"X"
12,815435,"X"
12,815497,"X"
12,815542,"X"
12,815703,"X"
12,815722,"X"
12,815746,"X"
12,815810,"YLR342W-A"
12,815814,"X"
12,815970,"X"
12,816094,"YLR343W"
12,816161,"X"
12,816302,"X"
12,816357,"X"
12,816413,"X"
12,816437,"X"
12,816444,"X"
12,816536,"X"
12,816572,"X"
12,816629,"X"
12,816680,"X"
12,816809,"X"
12,816828,"X"
12,816848,"X"
12,816971,"X"
12,817058,"X"
12,817191,"X"
12,817274,"X"
12,817325,"X"
12,817478,"X"
12,817499,"X"
12,817565,"X"
12,817601,"X"
12,817682,"X"
12,817781,"X"
12,817827,"X"
12,817872,"X"
12,817899,"X"
12,817921,"X"
12,817948,"X"
12,817961,"X"
12,817972,"X"
12,818066,"X"
12,818079,"X"
12,818188,"X"
12,818243,"X"
12,818320,"X"
12,818382,"X"
12,818566,"X"
12,818607,"X"
12,818762,"X"
12,818847,"X"
12,818863,"X"
12,818918,"X"
12,819027,"X"
12,819041,"X"
12,819045,"X"
12,819121,"X"
12,819173,"X"
12,819189,"X"
12,819312,"X"
12,819343,"X"
12,819413,"X"
12,819421,"X"
12,819491,"X"
12,819561,"X"
12,819612,"X"
12,819629,"X"
12,819670,"X"
12,819916,"X"
12,820295,"X"
12,820326,"X"
12,820369,"X"
12,820511,"YLR345W"
12,820518,"X"
12,820656,"X"
12,820749,"X"
12,820834,"X"
12,820977,"X"
12,821193,"X"
12,821244,"X"
12,821259,"X"
12,821328,"X"
12,821436,"X"
12,821559,"X"
12,821811,"X"
12,821886,"X"
12,821910,"X"
12,822062,"X"
12,822096,"X"
12,822188,"X"
12,822243,"X"
12,822248,"X"
12,822269,"X"
12,822334,"X"
12,822362,"X"
12,822502,"X"
12,822567,"X"
12,822652,"X"
12,822695,"X"
12,822769,"X"
12,822836,"X"
12,822882,"X"
12,822986,"X"
12,823050,"X"
12,823063,"X"
12,823104,"X"
12,823202,"X"
12,823329,"X"
12,823399,"X"
12,823506,"X"
12,823583,"X"
12,823662,"X"
12,823710,"X"
12,823724,"X"
12,823751,"X"
12,823772,"X"
12,823788,"X"
12,824066,"X"
12,824116,"X"
12,824193,"X"
12,824240,"X"
12,824426,"X"
12,824496,"X"
12,824789,"YLR347W-A"
12,824859,"X"
12,824946,"X"
12,824984,"X"
12,825061,"X"
12,825171,"X"
12,825227,"X"
12,825319,"X"
12,825354,"X"
12,825368,"X"
12,825560,"X"
12,825606,"X"
12,825642,"X"
12,825659,"X"
12,825767,"X"
12,825885,"X"
12,826020,"X"
12,826027,"X"
12,826094,"X"
12,826104,"X"
12,826429,"X"
12,826535,"X"
12,826731,"X"
12,826795,"X"
12,826802,"X"
12,826815,"X"
12,826996,"X"
12,827007,"X"
12,827051,"X"
12,827099,"X"
12,827148,"X"
12,827167,"X"
12,827261,"X"
12,827338,"X"
12,827521,"YLR349W"
12,827609,"X"
12,827778,"X"
12,827825,"X"
12,827942,"X"
12,828070,"X"
12,828186,"X"
12,828311,"X"
12,828360,"X"
12,828400,"X"
12,828518,"X"
12,828542,"X"
12,828547,"X"
12,828730,"YLR350W"
12,828788,"X"
12,828884,"X"
12,829038,"X"
12,829169,"X"
12,829403,"X"
12,829425,"X"
12,829429,"X"
12,829557,"X"
12,829565,"X"
12,829662,"X"
12,829666,"X"
12,829750,"X"
12,829782,"X"
12,829799,"X"
12,829895,"X"
12,829936,"X"
12,830087,"X"
12,830258,"X"
12,830482,"X"
12,830726,"X"
12,830901,"X"
12,831116,"YLR352W"
12,831225,"X"
12,831400,"X"
12,831777,"X"
12,831870,"X"
12,832021,"X"
12,832029,"X"
12,832104,"X"
12,832155,"X"
12,832210,"X"
12,832393,"X"
12,832488,"X"
12,832576,"X"
12,832596,"X"
12,832644,"X"
12,832677,"X"
12,832759,"X"
12,832798,"X"
12,832926,"X"
12,832974,"X"
12,833028,"X"
12,833166,"X"
12,833406,"X"
12,833595,"X"
12,833608,"X"
12,833667,"X"
12,833709,"X"
12,833804,"X"
12,833840,"X"
12,834345,"X"
12,834352,"YLR353W"
12,834476,"X"
12,834854,"X"
12,834947,"X"
12,835040,"X"
12,835082,"X"
12,835133,"X"
12,835163,"X"
12,835235,"X"
12,835385,"X"
12,835503,"X"
12,835568,"X"
12,835637,"X"
12,835781,"X"
12,835865,"X"
12,835914,"X"
12,836046,"X"
12,836280,"X"
12,836318,"X"
12,836787,"X"
12,836975,"X"
12,836980,"X"
12,837136,"X"
12,837210,"X"
12,837359,"X"
12,837535,"X"
12,837564,"X"
12,837640,"X"
12,837720,"X"
12,837784,"X"
12,837943,"X"
12,837947,"X"
12,837954,"X"
12,838003,"X"
12,838011,"X"
12,838121,"X"
12,838347,"X"
12,838398,"X"
12,838541,"X"
12,838776,"X"
12,838901,"X"
12,839207,"X"
12,839252,"X"
12,839320,"X"
12,839485,"X"
12,839508,"X"
12,839527,"X"
12,839768,"X"
12,839938,"X"
12,839960,"X"
12,840052,"X"
12,840194,"X"
12,840321,"YLR356W"
12,840472,"X"
12,840565,"X"
12,840605,"X"
12,840733,"X"
12,840892,"X"
12,841056,"X"
12,841085,"X"
12,841201,"X"
12,841331,"YLR357W"
12,841341,"X"
12,841404,"X"
12,841461,"X"
12,841560,"X"
12,841581,"X"
12,841597,"X"
12,841743,"X"
12,841809,"X"
12,841923,"X"
12,842178,"X"
12,842265,"X"
12,842364,"X"
12,842532,"X"
12,842595,"X"
12,842635,"X"
12,842649,"X"
12,842788,"X"
12,842877,"X"
12,842970,"X"
12,843024,"X"
12,843138,"X"
12,843249,"X"
12,843333,"X"
12,843510,"X"
12,843561,"X"
12,843609,"X"
12,843673,"X"
12,843700,"X"
12,843729,"X"
12,843864,"X"
12,843885,"X"
12,843997,"X"
12,844093,"X"
12,844282,"YLR359W"
12,844292,"X"
12,844377,"X"
12,844442,"X"
12,844529,"X"
12,844625,"X"
12,844794,"X"
12,844910,"X"
12,845247,"X"
12,845267,"X"
12,845450,"X"
12,845534,"X"
12,845561,"X"
12,845672,"X"
12,845705,"X"
12,845723,"X"
12,845754,"X"
12,845773,"X"
12,845935,"X"
12,845968,"X"
12,846062,"X"
12,846103,"YLR360W"
12,846182,"X"
12,846209,"X"
12,846228,"X"
12,846413,"X"
12,846432,"X"
12,846485,"X"
12,846539,"X"
12,846695,"X"
12,846731,"X"
12,846866,"X"
12,846926,"X"
12,847088,"X"
12,847268,"X"
12,847370,"X"
12,847468,"X"
12,847625,"X"
12,847728,"X"
12,847751,"X"
12,847801,"X"
12,847841,"X"
12,847854,"X"
12,848027,"X"
12,848053,"X"
12,848151,"X"
12,848211,"X"
12,848309,"X"
12,848532,"X"
12,848595,"X"
12,848801,"X"
12,848858,"X"
12,849018,"X"
12,849123,"X"
12,849288,"X"
12,849335,"X"
12,849346,"X"
12,849386,"X"
12,849524,"X"
12,849552,"X"
12,849692,"X"
12,849706,"X"
12,849803,"X"
12,849964,"X"
12,850245,"X"
12,850272,"X"
12,850326,"X"
12,850350,"X"
12,850380,"X"
12,850428,"X"
12,850461,"X"
12,850632,"X"
12,850983,"X"
12,851166,"X"
12,851262,"X"
12,851304,"X"
12,851361,"X"
12,851403,"X"
12,851785,"X"
12,851995,"X"
12,852003,"X"
12,852205,"X"
12,852281,"X"
12,852412,"X"
12,852463,"X"
12,852485,"X"
12,852638,"X"
12,852652,"X"
12,852864,"X"
12,852892,"X"
12,853034,"X"
12,853093,"X"
12,853214,"X"
12,853311,"X"
12,853397,"X"
12,853461,"YLR363W-A"
12,853715,"X"
12,853869,"X"
12,853926,"X"
12,853993,"X"
12,854062,"YLR364W"
12,854150,"X"
12,854177,"X"
12,854238,"X"
12,854297,"X"
12,854417,"X"
12,854428,"X"
12,854648,"X"
12,854659,"X"
12,854669,"X"
12,854701,"X"
12,854771,"X"
12,854811,"X"
12,854815,"X"
12,854847,"X"
12,854969,"X"
12,854995,"X"
12,855087,"X"
12,855125,"X"
12,855195,"X"
12,855199,"YLR365W"
12,855254,"X"
12,855330,"X"
12,855473,"X"
12,855538,"YLR366W"
12,855629,"X"
12,855654,"X"
12,855713,"X"
12,855804,"X"
12,855880,"X"
12,856065,"X"
12,856099,"X"
12,856237,"X"
12,856380,"X"
12,856442,"X"
12,856467,"X"
12,856476,"X"
12,856572,"X"
12,856606,"X"
12,856634,"X"
12,856727,"X"
12,856779,"X"
12,856835,"X"
12,856843,"X"
12,856984,"X"
12,857020,"X"
12,857137,"X"
12,857188,"X"
12,857255,"X"
12,857262,"X"
12,857441,"X"
12,857474,"X"
12,857540,"YLR368W"
12,857608,"X"
12,857697,"X"
12,857716,"X"
12,857728,"X"
12,857766,"X"
12,857794,"X"
12,857851,"X"
12,858003,"X"
12,858024,"X"
12,858108,"X"
12,858156,"X"
12,858168,"X"
12,858189,"X"
12,858196,"X"
12,858318,"X"
12,858522,"X"
12,858546,"X"
12,858709,"X"
12,858837,"X"
12,858948,"X"
12,859060,"X"
12,859077,"X"
12,859173,"X"
12,859308,"X"
12,859552,"YLR369W"
12,859727,"X"
12,859769,"X"
12,859838,"X"
12,860111,"X"
12,860162,"X"
12,860216,"X"
12,860297,"X"
12,860396,"X"
12,860462,"X"
12,860636,"X"
12,860663,"X"
12,860762,"X"
12,860822,"X"
12,860951,"X"
12,861077,"X"
12,861218,"X"
12,861317,"X"
12,861413,"X"
12,861455,"X"
12,861657,"X"
12,861734,"X"
12,861877,"X"
12,861987,"X"
12,862006,"X"
12,862043,"X"
12,862152,"X"
12,862205,"X"
12,862310,"X"
12,862402,"X"
12,862442,"X"
12,862510,"X"
12,862714,"YLR371W"
12,862751,"X"
12,862880,"X"
12,863108,"X"
12,863507,"X"
12,863666,"X"
12,863750,"X"
12,864032,"X"
12,864077,"X"
12,864143,"X"
12,864200,"X"
12,864452,"X"
12,864477,"X"
12,864572,"X"
12,864608,"X"
12,864707,"X"
12,864830,"X"
12,864977,"X"
12,865052,"X"
12,865082,"X"
12,865190,"X"
12,865214,"X"
12,865274,"X"
12,865337,"X"
12,865479,"X"
12,865533,"X"
12,865691,"X"
12,865844,"X"
12,866081,"X"
12,866156,"X"
12,866216,"X"
12,866343,"X"
12,866750,"X"
12,866861,"X"
12,866878,"X"
12,866925,"X"
12,866953,"X"
12,866966,"X"
12,867354,"YLR372W"
12,867425,"X"
12,867442,"X"
12,867479,"X"
12,867719,"X"
12,867974,"X"
12,868067,"X"
12,868141,"X"
12,868419,"X"
12,868439,"X"
12,868465,"X"
12,868476,"X"
12,868496,"X"
12,868657,"X"
12,868664,"X"
12,868776,"X"
12,868789,"X"
12,868805,"X"
12,868832,"X"
12,868926,"X"
12,868948,"X"
12,869065,"X"
12,869116,"X"
12,869169,"X"
12,869195,"X"
12,869279,"X"
12,869322,"X"
12,869368,"X"
12,869395,"X"
12,869524,"X"
12,869529,"X"
12,869617,"X"
12,869648,"X"
12,869706,"X"
12,869725,"X"
12,869791,"X"
12,869884,"X"
12,869987,"X"
12,870058,"X"
12,870128,"X"
12,870144,"X"
12,870179,"X"
12,870421,"X"
12,870450,"X"
12,870664,"X"
12,870683,"X"
12,870717,"X"
12,870806,"X"
12,870814,"X"
12,870933,"X"
12,871060,"X"
12,871184,"X"
12,871309,"X"
12,871368,"X"
12,871397,"X"
12,871439,"X"
12,871496,"X"
12,871565,"X"
12,871627,"X"
12,871683,"X"
12,871697,"YLR375W"
12,871704,"X"
12,871791,"X"
12,871911,"X"
12,872125,"X"
12,872148,"X"
12,872241,"X"
12,872277,"X"
12,872397,"X"
12,872625,"X"
12,872707,"X"
12,872788,"X"
12,872805,"X"
12,872908,"X"
12,872912,"X"
12,873028,"X"
12,873211,"X"
12,873294,"X"
12,873337,"X"
12,873508,"X"
12,873535,"X"
12,873615,"X"
12,873764,"X"
12,873821,"X"
12,873967,"X"
12,874014,"X"
12,874087,"X"
12,874140,"X"
12,874172,"X"
12,874182,"X"
12,874234,"X"
12,874247,"X"
12,874327,"X"
12,874426,"X"
12,874488,"X"
12,874713,"X"
12,874793,"X"
12,874812,"X"
12,874941,"X"
12,874994,"X"
12,875190,"X"
12,875326,"X"
12,875336,"X"
12,875442,"X"
12,875464,"X"
12,875653,"X"
12,875694,"X"
12,875815,"X"
12,875840,"X"
12,875950,"X"
12,876007,"X"
12,876041,"X"
12,876091,"X"
12,876134,"X"
12,876224,"X"
12,876271,"X"
12,876284,"X"
12,876331,"X"
12,876373,"X"
12,876421,"X"
12,876519,"X"
12,876698,"X"
12,876733,"X"
12,876775,"X"
12,876914,"X"
12,876922,"YLR379W"
12,877094,"X"
12,877235,"X"
12,877277,"X"
12,877359,"X"
12,877444,"X"
12,877502,"X"
12,877586,"X"
12,877716,"X"
12,877733,"X"
12,877750,"X"
12,877828,"X"
12,877863,"X"
12,878125,"X"
12,878282,"YLR380W"
12,878373,"X"
12,878595,"X"
12,878739,"X"
12,878994,"X"
12,879219,"X"
12,879352,"X"
12,879480,"X"
12,879571,"X"
12,879658,"X"
12,879663,"X"
12,879719,"X"
12,879723,"YLR381W"
12,879739,"X"
12,879763,"X"
12,879835,"X"
12,879943,"X"
12,880058,"X"
12,880069,"X"
12,880207,"X"
12,880241,"X"
12,880307,"X"
12,880402,"X"
12,880564,"X"
12,880651,"X"
12,880690,"X"
12,880796,"X"
12,880948,"X"
12,880991,"X"
12,881071,"X"
12,881146,"X"
12,881182,"X"
12,881224,"X"
12,881311,"X"
12,881648,"X"
12,881719,"X"
12,881928,"X"
12,882053,"X"
12,882438,"X"
12,882510,"X"
12,882646,"X"
12,882981,"X"
12,882992,"X"
12,883072,"X"
12,883134,"X"
12,883202,"X"
12,883236,"X"
12,883373,"X"
12,883645,"X"
12,883749,"X"
12,883763,"X"
12,883917,"X"
12,884414,"X"
12,884485,"X"
12,884537,"X"
12,884583,"X"
12,884920,"X"
12,884960,"X"
12,884995,"X"
12,885000,"X"
12,885139,"X"
12,885283,"X"
12,885288,"YLR383W"
12,885334,"X"
12,885448,"X"
12,885565,"X"
12,885619,"X"
12,885769,"X"
12,885832,"X"
12,886144,"X"
12,886223,"X"
12,886231,"X"
12,886270,"X"
12,886450,"X"
12,886531,"X"
12,886636,"X"
12,886693,"X"
12,886795,"X"
12,886972,"X"
12,887104,"X"
12,887159,"X"
12,887374,"X"
12,887488,"X"
12,887557,"X"
12,887602,"X"
12,887749,"X"
12,887812,"X"
12,887920,"X"
12,888184,"X"
12,888316,"X"
12,888392,"X"
12,888632,"X"
12,888759,"X"
12,888842,"X"
12,888847,"X"
12,889047,"X"
12,889273,"X"
12,889619,"X"
12,889692,"X"
12,889729,"X"
12,889801,"X"
12,889808,"X"
12,889821,"X"
12,889874,"X"
12,889908,"X"
12,890041,"X"
12,890245,"X"
12,890259,"X"
12,890416,"X"
12,890573,"X"
12,890640,"X"
12,890734,"X"
12,890754,"X"
12,890815,"X"
12,890840,"X"
12,890968,"X"
12,891026,"X"
12,891282,"X"
12,891298,"X"
12,891368,"X"
12,891601,"X"
12,891708,"X"
12,891743,"X"
12,891771,"X"
12,891869,"X"
12,891942,"X"
12,892154,"X"
12,892165,"X"
12,892200,"X"
12,892361,"X"
12,892545,"X"
12,892595,"X"
12,892632,"X"
12,892639,"X"
12,892720,"X"
12,892889,"X"
12,892953,"X"
12,892999,"X"
12,893197,"X"
12,893272,"X"
12,893319,"X"
12,893445,"X"
12,893479,"X"
12,893525,"X"
12,893584,"X"
12,893628,"YLR386W"
12,893717,"X"
12,893737,"X"
12,893768,"X"
12,893779,"X"
12,893863,"X"
12,893906,"X"
12,893923,"X"
12,893941,"X"
12,894139,"X"
12,894190,"X"
12,894412,"X"
12,894568,"X"
12,894649,"X"
12,894754,"X"
12,894901,"X"
12,895027,"X"
12,895111,"X"
12,895271,"X"
12,895285,"X"
12,895613,"X"
12,895633,"X"
12,895687,"X"
12,895874,"X"
12,895891,"X"
12,896032,"X"
12,896065,"X"
12,896158,"X"
12,896245,"X"
12,896309,"X"
12,896320,"X"
12,896398,"X"
12,896447,"X"
12,896611,"X"
12,896690,"X"
12,896703,"X"
12,896763,"X"
12,896841,"X"
12,896890,"X"
12,897021,"X"
12,897035,"X"
12,897046,"X"
12,897720,"X"
12,897739,"X"
12,897783,"X"
12,897962,"X"
12,897988,"X"
12,898004,"X"
12,898057,"X"
12,898077,"X"
12,898088,"X"
12,898160,"X"
12,898191,"X"
12,898214,"X"
12,898228,"X"
12,898252,"X"
12,898347,"X"
12,898409,"X"
12,898490,"X"
12,898533,"X"
12,898651,"YLR388W"
12,898710,"X"
12,898839,"X"
12,898861,"X"
12,898896,"X"
12,898931,"X"
12,899211,"X"
12,899361,"X"
12,899485,"X"
12,899489,"X"
12,899505,"X"
12,899533,"X"
12,899675,"X"
12,899786,"X"
12,899842,"X"
12,899874,"X"
12,900062,"X"
12,900072,"X"
12,900097,"X"
12,900179,"X"
12,900255,"X"
12,900266,"X"
12,900369,"X"
12,900373,"X"
12,900416,"X"
12,900475,"X"
12,900631,"X"
12,900677,"X"
12,900773,"X"
12,900868,"X"
12,900879,"X"
12,900998,"X"
12,901096,"X"
12,901270,"X"
12,901322,"X"
12,901539,"X"
12,901584,"X"
12,901595,"X"
12,901611,"X"
12,901623,"X"
12,901656,"X"
12,901740,"X"
12,901896,"X"
12,901946,"X"
12,901963,"X"
12,901988,"X"
12,901992,"X"
12,902160,"X"
12,902201,"X"
12,902284,"X"
12,902295,"X"
12,902483,"X"
12,902498,"X"
12,902546,"X"
12,902627,"X"
12,902677,"X"
12,902687,"X"
12,902775,"X"
12,903058,"X"
12,903066,"YLR390W"
12,903200,"X"
12,903268,"X"
12,903528,"X"
12,903635,"X"
12,903724,"YLR390W-A"
12,903906,"X"
12,903932,"X"
12,904462,"X"
12,904509,"X"
12,904567,"X"
12,904633,"X"
12,904706,"X"
12,904722,"X"
12,904849,"X"
12,904913,"X"
12,904962,"X"
12,905002,"X"
12,905168,"X"
12,905248,"X"
12,905387,"X"
12,905444,"X"
12,905464,"X"
12,905558,"X"
12,905730,"X"
12,905735,"X"
12,905750,"X"
12,905853,"X"
12,905978,"X"
12,906071,"X"
12,906075,"X"
12,906109,"X"
12,906127,"X"
12,906175,"X"
12,906304,"X"
12,906321,"X"
12,906391,"X"
12,906455,"X"
12,906692,"X"
12,906808,"X"
12,906861,"X"
12,906985,"X"
12,907079,"YLR393W"
12,907341,"X"
12,907452,"X"
12,907605,"X"
12,907623,"X"
12,907747,"X"
12,907762,"X"
12,907800,"X"
12,907950,"YLR394W"
12,908137,"X"
12,908162,"X"
12,908329,"X"
12,908350,"X"
12,908408,"X"
12,908515,"X"
12,908605,"X"
12,908695,"X"
12,908905,"X"
12,909450,"X"
12,909485,"X"
12,909499,"X"
12,909598,"X"
12,909630,"X"
12,909635,"X"
12,909691,"X"
12,909773,"X"
12,909807,"X"
12,909848,"X"
12,909895,"X"
12,909972,"X"
12,910077,"X"
12,910159,"X"
12,910251,"X"
12,910334,"X"
12,910411,"X"
12,910431,"X"
12,910607,"X"
12,910730,"X"
12,910743,"X"
12,910817,"X"
12,910867,"X"
12,910893,"X"
12,911043,"X"
12,911146,"X"
12,911225,"X"
12,911364,"X"
12,911446,"X"
12,911535,"X"
12,911558,"X"
12,911631,"X"
12,911736,"X"
12,911765,"X"
12,911862,"X"
12,911876,"X"
12,911975,"X"
12,911983,"X"
12,912277,"X"
12,912317,"X"
12,912337,"X"
12,912424,"X"
12,912438,"X"
12,912476,"X"
12,912540,"X"
12,912611,"X"
12,912646,"X"
12,912686,"X"
12,912763,"X"
12,912857,"X"
12,913032,"X"
12,913200,"X"
12,913340,"X"
12,913409,"X"
12,913543,"X"
12,913559,"X"
12,913628,"X"
12,913914,"X"
12,914095,"X"
12,914224,"X"
12,914300,"X"
12,914620,"X"
12,914691,"X"
12,914731,"X"
12,914739,"X"
12,914817,"X"
12,914850,"X"
12,914903,"X"
12,914923,"X"
12,914930,"X"
12,915021,"X"
12,915043,"X"
12,915068,"X"
12,915147,"X"
12,915230,"X"
12,915337,"X"
12,915350,"X"
12,915444,"X"
12,915665,"X"
12,915783,"X"
12,915838,"X"
12,915946,"X"
12,916179,"X"
12,916208,"X"
12,916228,"X"
12,916329,"X"
12,916388,"X"
12,916494,"X"
12,916598,"X"
12,916682,"X"
12,916693,"X"
12,916788,"X"
12,916932,"X"
12,916961,"X"
12,917035,"X"
12,917180,"X"
12,917412,"X"
12,917498,"X"
12,917524,"X"
12,917616,"X"
12,917695,"X"
12,917878,"X"
12,917885,"X"
12,917913,"X"
12,917960,"X"
12,918316,"X"
12,918409,"X"
12,918529,"X"
12,918591,"X"
12,918626,"X"
12,918713,"X"
12,918795,"X"
12,918814,"X"
12,918991,"X"
12,919079,"X"
12,919087,"X"
12,919180,"X"
12,919190,"X"
12,919248,"X"
12,919273,"X"
12,919281,"X"
12,919337,"X"
12,919351,"X"
12,919446,"X"
12,919486,"X"
12,919577,"X"
12,919712,"X"
12,919814,"X"
12,919850,"X"
12,919858,"X"
12,919921,"X"
12,920009,"X"
12,920373,"X"
12,920579,"X"
12,920715,"X"
12,920847,"X"
12,920869,"YLR399W-A"
12,921125,"X"
12,921129,"X"
12,921404,"X"
12,921444,"X"
12,921962,"X"
12,922001,"X"
12,922063,"YLR400W"
12,922415,"X"
12,922422,"X"
12,922644,"X"
12,922658,"X"
12,922671,"X"
12,922704,"X"
12,922761,"X"
12,922825,"X"
12,922983,"X"
12,923144,"X"
12,923286,"X"
12,923413,"X"
12,923488,"X"
12,923654,"X"
12,923766,"X"
12,923876,"X"
12,923966,"X"
12,923997,"X"
12,924140,"X"
12,924300,"X"
12,924331,"X"
12,924454,"X"
12,924495,"X"
12,924564,"X"
12,924580,"X"
12,924704,"X"
12,924882,"X"
12,924889,"YLR402W"
12,925568,"YLR403W"
12,925638,"X"
12,925734,"X"
12,925803,"X"
12,925915,"X"
12,925950,"X"
12,926179,"X"
12,926208,"X"
12,926382,"X"
12,926712,"X"
12,926727,"X"
12,927033,"X"
12,927174,"X"
12,927342,"X"
12,927453,"X"
12,927513,"X"
12,927653,"X"
12,927689,"X"
12,927755,"X"
12,927759,"X"
12,927829,"X"
12,927890,"X"
12,928018,"X"
12,928072,"X"
12,928141,"X"
12,928309,"X"
